Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_WasMissing,MasVnrArea_WasMissing,GarageYrBlt_WasMissing,TotalSF,TotalPorchSF,TotalBaths,BsmtFinishedRatio,LivingAreaRatio,HouseAge,YearsSinceRemodel,WasRemodeled,GarageAge,YearsSinceSold,HouseAgeGroup,NeighborhoodTier,QualityScore,BasementQualityScore,GarageQualityScore,RoomDensity,BathBedroomRatio,GarageLivingRatio,LotCoverageRatio,AgeQualityInteraction,SalePrice
1277,60,RL,70.8,12936,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,0.0,130.0,723.0,GasA,TA,Y,SBrkr,735,660,0,1395,0.0,1.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2.0,497.0,TA,TA,Y,294,116,0,0,0,0,,,,0,12,2009,WD,Normal,1,0,0,2118.0,116,2.0,0.8201936376210235,0.10783858998144713,51,51,0,51,14,Old (51-100),Mid_Tier,4.550000000000001,2.3333333333333335,3.0,4.301075268817204,0.6666666666666666,0.35627240143369177,0.1637291280148423,232.05000000000004,162000
1278,80,RL,106.8,17871,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,0.0,1152.0,1680.0,GasA,Fa,Y,SBrkr,1724,0,0,1724,1.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,1,0,0,3404.0,0,2.5,0.3142857142857143,0.09646913994740082,56,47,1,56,14,Old (51-100),Mid_Tier,4.400000000000001,2.3333333333333335,3.0,4.060324825986079,0.8333333333333334,0.27842227378190254,0.19047619047619047,246.40000000000006,197900
1279,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,0.0,324.0,1128.0,GasA,Ex,Y,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,0,211,0,0,0,0,,,,0,3,2008,WD,Normal,0,1,0,3159.0,211,3.5,0.7127659574468085,0.2143988176923889,21,21,0,21,15,Recent (11-25),Mid_Tier,5.250000000000001,2.3333333333333335,3.0,3.4465780403741997,1.1666666666666667,0.2840965041851305,0.33347408423941727,110.25000000000001,237000
1280,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,30,0,164,0,0,0,,,,0,4,2010,COD,Abnorml,0,0,0,1826.0,164,1.0,0.0,0.1504,103,73,1,43,13,Historic (100+),Standard,3.5999999999999996,2.0,3.0,5.319148936170213,0.5,0.46808510638297873,0.24346666666666666,370.79999999999995,68400
1281,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,,,,0,3,2009,WD,Normal,0,0,0,3146.0,72,3.0,0.5009535918626827,0.16037928221859707,21,21,0,21,14,Recent (11-25),Mid_Tier,4.950000000000001,2.3333333333333335,3.0,3.814367450731087,1.0,0.3458359821996186,0.32075856443719414,103.95000000000002,227000
1282,20,RL,50.0,8049,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053.0,Unf,0.0,256.0,1309.0,GasA,TA,Y,SBrkr,1339,0,0,1339,1.0,0.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2.0,484.0,Gd,Gd,Y,0,58,0,0,90,0,,,,0,7,2006,WD,Normal,0,0,0,2648.0,148,3.0,0.8044308632543926,0.16635606907690395,33,33,0,33,17,Mature (26-50),Premium,4.700000000000001,2.3333333333333335,4.0,4.480955937266617,1.5,0.3614637789395071,0.3289849670766555,155.10000000000002,180000
1283,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,364.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,288,0,,,,0,9,2009,WD,Normal,0,0,0,2080.0,288,2.0,0.65,0.11818181818181818,46,15,1,46,14,Mature (26-50),Mid_Tier,4.550000000000002,2.3333333333333335,3.0,4.807692307692308,0.6666666666666666,0.4653846153846154,0.23636363636363636,209.30000000000007,150500
1284,90,RL,94.0,9400,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,912,0,1824,0.0,0.0,2,2,4,2,TA,8,Typ,0,,,0.0,,0.0,0.0,,,Y,128,0,0,0,0,0,,,,0,4,2010,WD,Normal,0,0,1,2736.0,0,3.0,0.0,0.19404255319148936,52,52,0,0,13,Old (51-100),Mid_Tier,4.300000000000001,2.0,0.0,4.385964912280701,0.75,0.0,0.29106382978723405,223.60000000000002,139000
1285,50,RL,50.0,9638,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,804.0,804.0,GasA,Ex,Y,SBrkr,1699,748,0,2447,0.0,0.0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1.0,336.0,TA,TA,Y,272,0,42,0,116,0,,,,0,3,2010,WD,Normal,0,0,0,3251.0,158,2.0,0.0,0.25389084872380163,104,33,1,54,13,Historic (100+),Mid_Tier,4.750000000000001,2.0,3.0,4.086636697997548,0.5,0.1373109930527176,0.3373106453621083,494.0000000000001,169000
1286,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,45,0,0,0,0,0,,,,0,5,2009,WD,Normal,0,0,0,2192.0,0,1.0,0.0,0.23533333333333334,84,73,1,84,14,Old (51-100),Standard,4.400000000000001,2.0,3.0,4.24929178470255,0.25,0.19830028328611898,0.36533333333333334,369.6000000000001,132500
1287,20,RL,62.2,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,Y,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,,,,0,6,2010,WD,Normal,1,0,0,2656.0,26,2.5,0.4894578313253012,0.13564862104187947,60,60,0,60,13,Old (51-100),Mid_Tier,4.300000000000001,2.0,3.0,4.518072289156627,0.8333333333333334,0.39759036144578314,0.27129724208375894,258.00000000000006,143000
1288,20,RL,80.4,36500,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,812.0,1624.0,GasA,Fa,Y,SBrkr,1582,0,0,1582,0.0,1.0,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,168,198,0,0,0,0,,,,0,6,2006,WD,Normal,1,0,0,3206.0,198,2.5,0.5,0.04334246575342466,59,59,0,59,17,Old (51-100),Premium,4.1,2.0,3.0,4.424778761061947,0.625,0.24652338811630847,0.08783561643835616,241.89999999999998,190000
1289,120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,Ex,Y,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,212,59,0,0,0,0,,,,0,10,2009,WD,Normal,0,0,0,3160.0,59,3.0,0.7714856762158561,0.2929025423728814,23,23,0,23,14,Recent (11-25),Premium,5.300000000000001,2.3333333333333335,3.0,3.0138637733574445,1.5,0.30078360458107295,0.557909604519774,121.90000000000002,278000
1290,60,RL,86.0,11065,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1085.0,1085.0,GasA,Ex,Y,SBrkr,1120,850,0,1970,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,753.0,TA,TA,Y,177,74,0,0,0,0,,,,0,10,2006,New,Partial,0,0,0,3055.0,74,2.5,0.0,0.1780388612742883,17,17,0,17,17,Recent (11-25),Premium,5.300000000000001,2.3333333333333335,3.0,4.060913705583757,0.8333333333333334,0.3822335025380711,0.27609579755987346,90.10000000000001,281000
1291,80,RL,91.4,14112,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,138.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2.0,484.0,TA,TA,Y,227,0,0,0,0,0,,,,0,4,2010,WD,Normal,1,0,0,2304.0,0,2.0,0.8802083333333334,0.08163265306122448,59,59,0,59,13,Old (51-100),Mid_Tier,4.400000000000001,2.0,3.0,5.208333333333333,0.6666666666666666,0.4201388888888889,0.16326530612244897,259.6000000000001,180500
1292,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231.0,Unf,0.0,399.0,630.0,GasA,TA,Y,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,185,0,0,0,0,0,,,,0,2,2009,WD,Normal,0,0,0,1932.0,0,2.5,0.36666666666666664,0.775,51,51,0,51,14,Old (51-100),Standard,4.400000000000001,2.0,3.0,4.608294930875576,0.8333333333333334,0.20276497695852536,1.15,224.40000000000006,119500
1293,70,RM,60.0,6600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,994.0,994.0,GasA,TA,N,SBrkr,1378,994,0,2372,0.0,0.0,2,0,4,2,TA,11,Min2,0,,Attchd,1985.0,RFn,1.0,432.0,TA,TA,Y,0,287,0,0,0,0,,,,0,12,2009,WD,Normal,0,0,0,3366.0,287,2.0,0.0,0.3593939393939394,131,58,1,38,14,Historic (100+),Standard,3.8,2.0,3.0,4.63743676222597,0.5,0.1821247892074199,0.51,497.79999999999995,107500
1294,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194.0,Unf,0.0,638.0,832.0,GasA,TA,Y,SBrkr,832,832,0,1664,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,28,0,0,259,0,,GdWo,,0,3,2006,WD,Normal,0,0,0,2496.0,287,2.5,0.23317307692307693,0.1641025641025641,47,47,0,47,17,Mature (26-50),Mid_Tier,4.700000000000001,2.3333333333333335,3.0,4.807692307692308,0.625,0.3173076923076923,0.24615384615384617,220.90000000000006,162900
1295,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,167.0,Unf,0.0,697.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2.0,572.0,TA,TA,N,0,0,0,0,0,0,,,,0,4,2006,WD,Normal,0,0,0,1728.0,0,2.0,0.19328703703703703,0.10572687224669604,68,33,1,66,17,Old (51-100),Standard,4.400000000000001,2.0,3.0,5.787037037037036,1.0,0.6620370370370371,0.21145374449339208,299.2000000000001,115000
1296,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,0.0,36.0,1052.0,GasA,Gd,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,356,0,0,0,0,0,,GdWo,,0,11,2006,WD,Normal,0,0,0,2104.0,0,2.5,0.9657794676806084,0.12523809523809523,55,55,0,55,17,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.752851711026616,0.8333333333333334,0.2737642585551331,0.25047619047619046,220.0,138500
1297,20,RL,80.0,8700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,Unf,0.0,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,0,1128,1.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2.0,525.0,TA,TA,Y,192,20,123,0,0,0,,MnPrv,,0,12,2008,WD,Normal,0,0,0,2248.0,143,3.0,0.6928571428571428,0.1296551724137931,60,60,0,60,15,Old (51-100),Mid_Tier,4.300000000000001,2.0,3.0,5.319148936170213,1.0,0.4654255319148936,0.25839080459770114,258.00000000000006,155000
1298,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,2,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,,,,0,6,2006,New,Partial,0,0,0,1619.0,44,3.0,1.0,0.2917006802721088,18,17,1,18,17,Recent (11-25),Standard,4.400000000000001,3.6666666666666665,3.0,4.664179104477611,1.5,0.48973880597014924,0.44054421768707486,79.20000000000002,140000
1299,60,RL,313.0,63887,Pave,,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644.0,Unf,0.0,466.0,6110.0,GasA,Ex,Y,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2.0,1418.0,TA,TA,Y,214,292,0,0,0,480,Gd,,,0,1,2008,New,Partial,0,0,0,11752.0,292,4.5,0.9237315875613747,0.08831217618607855,15,15,0,15,15,Recent (11-25),Standard,6.2,4.0,3.0,2.1269053527118045,1.5,0.2513293158454449,0.1839497863415092,93.0,160000
1300,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,0,0,0,2492.0,0,2.5,1.0,0.16613333333333333,64,29,1,64,13,Old (51-100),Mid_Tier,4.450000000000001,2.0,3.0,4.815409309791332,0.8333333333333334,0.2447833065810594,0.33226666666666665,284.80000000000007,154000
1301,60,RL,65.8,10762,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,1,0,0,2961.0,0,2.5,0.7096114519427403,0.18425943133246608,24,24,0,24,14,Recent (11-25),Mid_Tier,4.950000000000001,2.3333333333333335,3.0,4.53857791225416,0.8333333333333334,0.24710035300050429,0.27513473332094407,118.80000000000003,225000
1302,70,RL,58.0,7500,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,224.0,771.0,GasA,Fa,Y,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,0,0,224,0,,,,0,11,2009,WD,Normal,1,0,0,2265.0,224,1.0,0.7094682230869002,0.1992,81,73,1,81,14,Old (51-100),Mid_Tier,4.750000000000001,2.0,3.0,4.685408299866132,0.3333333333333333,0.142570281124498,0.302,384.75000000000006,177500
1303,60,RL,92.0,10120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740.0,Unf,0.0,425.0,1165.0,GasA,Ex,Y,SBrkr,1203,1323,0,2526,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3.0,844.0,TA,TA,Y,309,78,0,0,0,0,,,,0,12,2006,WD,Normal,0,0,0,3691.0,78,3.5,0.6351931330472103,0.24960474308300395,29,29,0,29,17,Mature (26-50),Premium,5.250000000000001,2.3333333333333335,3.0,3.1670625494853524,0.875,0.3341250989707047,0.36472332015810277,152.25000000000003,290000
1304,20,RL,73.0,8688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1616.0,1616.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3.0,834.0,TA,TA,Y,208,59,0,0,0,0,,,,0,4,2006,WD,Normal,0,0,0,3232.0,59,2.0,0.0,0.1860036832412523,18,18,0,18,17,Recent (11-25),Premium,4.950000000000001,2.3333333333333335,3.0,4.331683168316832,0.6666666666666666,0.5160891089108911,0.3720073664825046,89.10000000000002,232000
1305,160,RM,32.0,3363,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD,Normal,0,0,0,2684.0,40,2.0,0.0,0.5078798691644365,19,19,0,19,17,Recent (11-25),Standard,4.950000000000001,2.3333333333333335,3.0,4.0983606557377055,0.6666666666666666,0.2224824355971897,0.7980969372584003,94.05000000000003,130000
1306,20,RL,108.0,13173,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572.0,Unf,0.0,80.0,1652.0,GasA,Ex,Y,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2.0,840.0,TA,TA,Y,404,102,0,0,0,0,,,,0,11,2009,WD,Normal,0,0,0,3304.0,102,3.0,0.9515738498789347,0.12540803157974645,17,16,1,17,14,Recent (11-25),Premium,5.7,2.6666666666666665,3.0,3.6319612590799033,1.5,0.5084745762711864,0.2508160631594929,96.9,325000
1307,120,RL,48.0,6955,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,474.0,TA,TA,Y,132,35,0,0,0,0,,,,0,9,2006,New,Partial,0,0,0,2736.0,35,2.0,0.0,0.19669302659956867,18,17,1,18,17,Recent (11-25),Premium,4.950000000000001,2.3333333333333335,3.0,4.385964912280701,1.0,0.34649122807017546,0.39338605319913733,89.10000000000002,202500
1308,20,RL,60.0,8072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746.0,Unf,0.0,244.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,0,64,0,0,0,0,,,,0,5,2009,WD,Normal,0,0,0,1980.0,64,2.0,0.7535353535353535,0.12264618434093162,29,28,1,23,14,Mature (26-50),Mid_Tier,4.25,2.6666666666666665,3.0,5.050505050505051,0.6666666666666666,0.48484848484848486,0.24529236868186324,123.25,138000
1309,20,RM,100.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,608.0,172.0,924.0,GasA,Ex,Y,SBrkr,1122,0,0,1122,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2.0,528.0,TA,TA,Y,0,36,0,0,0,0,,GdWo,,0,5,2008,WD,Normal,0,0,0,2046.0,36,2.0,0.8138528138528138,0.0935,75,18,1,75,15,Old (51-100),Standard,4.450000000000001,2.0,3.0,5.347593582887701,1.0,0.47058823529411764,0.1705,333.75000000000006,147000
1310,20,RL,63.0,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,Gd,Y,SBrkr,1294,0,0,1294,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,112,51,0,0,0,0,,GdWo,,0,6,2008,WD,Normal,1,0,0,2572.0,51,3.0,0.9389671361502347,0.18090311757304628,32,32,0,32,15,Mature (26-50),Mid_Tier,4.450000000000001,2.3333333333333335,3.0,4.63678516228748,1.0,0.38330757341576505,0.3595694114357612,142.40000000000003,179200
